ordinal	top_index	sub_index	origin_tag	module_hint	hint_source	size	marshal_path	pyc_path	pyc_magic	first16_hex
442	442	0	X	uweb3.module	marshal	1043	pylingual_bundle/bytecode_top0442__uweb3_module.marshal	pylingual_bundle/bytecode_top0442__uweb3_module.pyc	A70D0D0A	E3000000000000000000000000000000
443	443	0	X	args	marshal	9489	pylingual_bundle/bytecode_top0443__args.marshal	pylingual_bundle/bytecode_top0443__args.pyc	A70D0D0A	E3000000000000000000000000000000
444	444	0	X	is_typeddict	marshal	85241	pylingual_bundle/bytecode_top0444__is_typeddict.marshal	pylingual_bundle/bytecode_top0444__is_typeddict.pyc	A70D0D0A	E3000000000000000000000000000000
445	445	0	X	tuxrpl.models.path	marshal	3350	pylingual_bundle/bytecode_top0445__tuxrpl_models_path.marshal	pylingual_bundle/bytecode_top0445__tuxrpl_models_path.pyc	A70D0D0A	E3000000000000000000000000000000
446	446	0	X	c	marshal	2652	pylingual_bundle/bytecode_top0446__c.marshal	pylingual_bundle/bytecode_top0446__c.pyc	A70D0D0A	E3000000000000000000000000000000
447	447	0	X	args	marshal	4710	pylingual_bundle/bytecode_top0447__args.marshal	pylingual_bundle/bytecode_top0447__args.pyc	A70D0D0A	E3000000000000000000000000000000
448	448	0	X	args	marshal	48265	pylingual_bundle/bytecode_top0448__args.marshal	pylingual_bundle/bytecode_top0448__args.pyc	A70D0D0A	E3000000000000000000000000000000
449	449	0	X	args	marshal	14388	pylingual_bundle/bytecode_top0449__args.marshal	pylingual_bundle/bytecode_top0449__args.pyc	A70D0D0A	E3000000000000000000000000000000
450	450	0	X	args	marshal	7520	pylingual_bundle/bytecode_top0450__args.marshal	pylingual_bundle/bytecode_top0450__args.pyc	A70D0D0A	E3000000000000000000000000000000
451	451	0	X	args	marshal	7948	pylingual_bundle/bytecode_top0451__args.marshal	pylingual_bundle/bytecode_top0451__args.pyc	A70D0D0A	E3000000000000000000000000000000
452	452	0	X	upydantic.warnings	marshal	6916	pylingual_bundle/bytecode_top0452__upydantic_warnings.marshal	pylingual_bundle/bytecode_top0452__upydantic_warnings.pyc	A70D0D0A	E3000000000000000000000000000000
453	453	0	X	args	marshal	2217	pylingual_bundle/bytecode_top0453__args.marshal	pylingual_bundle/bytecode_top0453__args.pyc	A70D0D0A	E3000000000000000000000000000000
454	454	0	X	callable	marshal	10232	pylingual_bundle/bytecode_top0454__callable.marshal	pylingual_bundle/bytecode_top0454__callable.pyc	A70D0D0A	E3000000000000000000000000000000
455	455	0	X	args	marshal	4504	pylingual_bundle/bytecode_top0455__args.marshal	pylingual_bundle/bytecode_top0455__args.pyc	A70D0D0A	E3000000000000000000000000000000
456	456	0	X	uweb3.module	marshal	86	pylingual_bundle/bytecode_top0456__uweb3_module.marshal	pylingual_bundle/bytecode_top0456__uweb3_module.pyc	A70D0D0A	E3000000000000000000000000000000
457	457	0	X	args	marshal	2785	pylingual_bundle/bytecode_top0457__args.marshal	pylingual_bundle/bytecode_top0457__args.pyc	A70D0D0A	E3000000000000000000000000000000
458	458	0	X	c	marshal	33760	pylingual_bundle/bytecode_top0458__c.marshal	pylingual_bundle/bytecode_top0458__c.pyc	A70D0D0A	E3000000000000000000000000000000
459	459	0	X	upydantic.warnings	marshal	71302	pylingual_bundle/bytecode_top0459__upydantic_warnings.marshal	pylingual_bundle/bytecode_top0459__upydantic_warnings.pyc	A70D0D0A	E3000000000000000000000000000000
460	460	0	X	uurllib3.util.url	marshal	3431	pylingual_bundle/bytecode_top0460__uurllib3_util_url.marshal	pylingual_bundle/bytecode_top0460__uurllib3_util_url.pyc	A70D0D0A	E3000000000000000000000000000000
461	461	0	X	args	marshal	3652	pylingual_bundle/bytecode_top0461__args.marshal	pylingual_bundle/bytecode_top0461__args.pyc	A70D0D0A	E3000000000000000000000000000000
462	462	0	X	T	marshal	22431	pylingual_bundle/bytecode_top0462__T.marshal	pylingual_bundle/bytecode_top0462__T.pyc	A70D0D0A	E3000000000000000000000000000000
463	463	0	X	callable	marshal	13610	pylingual_bundle/bytecode_top0463__callable.marshal	pylingual_bundle/bytecode_top0463__callable.pyc	A70D0D0A	E3000000000000000000000000000000
464	464	0	X	cls	marshal	20307	pylingual_bundle/bytecode_top0464__cls.marshal	pylingual_bundle/bytecode_top0464__cls.pyc	A70D0D0A	E3000000000000000000000000000000
465	465	0	X	c	marshal	16964	pylingual_bundle/bytecode_top0465__c.marshal	pylingual_bundle/bytecode_top0465__c.pyc	A70D0D0A	E3000000000000000000000000000000
466	466	0	X	c	marshal	7844	pylingual_bundle/bytecode_top0466__c.marshal	pylingual_bundle/bytecode_top0466__c.pyc	A70D0D0A	E3000000000000000000000000000000
467	467	0	X	uweb3.module	marshal	648	pylingual_bundle/bytecode_top0467__uweb3_module.marshal	pylingual_bundle/bytecode_top0467__uweb3_module.pyc	A70D0D0A	E3000000000000000000000000000000
468	468	0	X	uweb3.module	marshal	263	pylingual_bundle/bytecode_top0468__uweb3_module.marshal	pylingual_bundle/bytecode_top0468__uweb3_module.pyc	A70D0D0A	E3000000000000000000000000000000
469	469	0	X	modules	marshal	301	pylingual_bundle/bytecode_top0469__modules.marshal	pylingual_bundle/bytecode_top0469__modules.pyc	A70D0D0A	E3000000000000000000000000000000
470	470	0	X	uweb3.module	marshal	86	pylingual_bundle/bytecode_top0470__uweb3_module.marshal	pylingual_bundle/bytecode_top0470__uweb3_module.pyc	A70D0D0A	E3000000000000000000000000000000
471	471	0	X	c	marshal	34352	pylingual_bundle/bytecode_top0471__c.marshal	pylingual_bundle/bytecode_top0471__c.pyc	A70D0D0A	E3000000000000000000000000000000
472	472	0	X	c	marshal	60525	pylingual_bundle/bytecode_top0472__c.marshal	pylingual_bundle/bytecode_top0472__c.pyc	A70D0D0A	E3000000000000000000000000000000
473	473	0	X	ucryptography.x509.name	marshal	765	pylingual_bundle/bytecode_top0473__ucryptography_x509_name.marshal	pylingual_bundle/bytecode_top0473__ucryptography_x509_name.pyc	A70D0D0A	E3000000000000000000000000000000
474	474	0	X	setattr	marshal	3077	pylingual_bundle/bytecode_top0474__setattr.marshal	pylingual_bundle/bytecode_top0474__setattr.pyc	A70D0D0A	E3000000000000000000000000000000
475	475	0	X	ubip_utils.utils.misc.bytes	marshal	4038	pylingual_bundle/bytecode_top0475__ubip_utils_utils_misc_bytes.marshal	pylingual_bundle/bytecode_top0475__ubip_utils_utils_misc_bytes.pyc	A70D0D0A	E3000000000000000000000000000000
476	476	0	X	tuxrpl.models.requests.sign	marshal	15400	pylingual_bundle/bytecode_top0476__tuxrpl_models_requests_sign.marshal	pylingual_bundle/bytecode_top0476__tuxrpl_models_requests_sign.pyc	A70D0D0A	E3000000000000000000000000000000
